Coder Initial,"Potential_Law_On_MKT ((1=True, 0=False)",Notes in Support of LawonMkt,Potential Stocks or Sectors,decisionType,docket,term,dateDecision,caseName,dateArgument,,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
,,,,1,03-526,2003,6/24/2004,"DORA B. SCHRIRO, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS v. WARREN WESLEY SUMMERLIN",4/19/2004,,2003-081,2003-081-01,2003-081-01-01,2003-081-01-01-01,6/24/2004,1,542 U.S. 348,124 S. Ct. 2519,159 L. Ed. 2d 442,2004 U.S. LEXIS 4574,2003,1607,Rehnquist,03-526,"DORA B. SCHRIRO, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS v. WARREN WESLEY SUMMERLIN",4/19/2004,,28,4,100,,1,,,0,45,,29,,1,12,7,2,1,4,0,1,0,0,10040,1,1,0,7,,,,,105,102,1,5,4
,,,,1,03-475,2003,6/24/2004,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,,2003-082,2003-082-01,2003-082-01-01,2003-082-01-01-01,6/24/2004,1,542 U.S. 367,124 S. Ct. 2576,159 L. Ed. 2d 459,2004 U.S. LEXIS 4576,2003,1607,Rehnquist,03-475,"RICHARD B. CHENEY, VICE PRESIDENT OF THE UNITED STATES, et al. v. UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA et al.",4/27/2004,,211,,6,60,1,,,0,55,,32,,1,12,9,2,1,5,0,1,0,0,50040,5,1,0,3,,,,,106,102,1,7,2
,,,,1,02-1603,2003,6/24/2004,"JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al. v. GEORGE E. BANKS",2/24/2004,,2003-083,2003-083-01,2003-083-01-01,2003-083-01-01-01,6/24/2004,1,542 U.S. 406,124 S. Ct. 2504,159 L. Ed. 2d 494,2004 U.S. LEXIS 4572,2003,1607,Rehnquist,02-1603,"JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al. v. GEORGE E. BANKS",2/24/2004,,28,45,126,,1,,,0,110,,23,,0,11,3,2,1,4,0,1,0,0,10040,1,1,0,7,,,,,106,102,1,5,4
,,,,1,03-1027,2003,6/28/2004,"DONALD H. RUMSFELD, SECRETARY OF DEFENSE v. JOSE PADILLA AND DONNA R. NEWMAN, AS NEXT FRIEND OF JOSE PADILLA",4/28/2004,,2003-084,2003-084-01,2003-084-01-01,2003-084-01-01-01,6/28/2004,1,542 U.S. 426,124 S. Ct. 2711,159 L. Ed. 2d 513,2004 U.S. LEXIS 4759,2003,1607,Rehnquist,03-1027,"DONALD H. RUMSFELD, SECRETARY OF DEFENSE v. JOSE PADILLA AND DONNA R. NEWMAN, AS NEXT FRIEND OF JOSE PADILLA",4/28/2004,,324,,215,,1,,,0,96,,22,,0,11,11,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,,102,102,1,5,4
,,,,1,03-334,2003,6/28/2004,"SHAFIQ RASUL, et al. v. GEORGE W. BUSH, PRESIDENT OF THE UNITED STATES, et al.",4/20/2004,,2003-085,2003-085-01,2003-085-01-01,2003-085-01-01-01,6/28/2004,1,542 U.S. 466,124 S. Ct. 2686,159 L. Ed. 2d 548,2004 U.S. LEXIS 4760,2003,1607,Rehnquist,03-334,"SHAFIQ RASUL, et al. v. GEORGE W. BUSH, PRESIDENT OF THE UNITED STATES, et al.",4/20/2004,,106,,211,,1,,,0,55,,32,,0,12,2,1,1,4,0,1,0,0,10020,1,2,0,4,7,3,341,,103,103,1,6,3
,,,,7,35125,2003,6/28/2004,"YASER ESAM HAMDI AND ESAM FOUAD HAMDI AS NEXT FRIEND OF YASER ESAM HAMDI v. DONALD H. RUMSFELD, SECRETARY OF DEFENSE, et al.",4/28/2004,,2003-086,2003-086-01,2003-086-01-01,2003-086-01-01-01,6/28/2004,7,542 U.S. 507,124 S. Ct. 2633,159 L. Ed. 2d 578,2004 U.S. LEXIS 4761,2003,1607,Rehnquist,Mar-96,"YASER ESAM HAMDI AND ESAM FOUAD HAMDI AS NEXT FRIEND OF YASER ESAM HAMDI v. DONALD H. RUMSFELD, SECRETARY OF DEFENSE, et al.",4/28/2004,,215,,324,,1,,,0,126,,24,,0,12,3,1,1,5,0,1,0,0,40020,4,2,0,1,,2,207,,104,102,1,8,1
,,,,7,02-1371,2003,6/28/2004,MISSOURI v. PATRICE SEIBERT.,12/9/2003,,2003-087,2003-087-01,2003-087-01-01,2003-087-01-01-01,6/28/2004,7,542 U.S. 600,124 S. Ct. 2601,159 L. Ed. 2d 643,2004 U.S. LEXIS 4578,2003,1607,Rehnquist,02-1371,MISSOURI v. PATRICE SEIBERT.,12/9/2003,,28,30,100,,1,,,0,302,30,300,30,1,2,3,2,1,2,0,0,0,0,10100,1,2,0,2,7,2,209,,107,103,1,5,4
,,,,7,02-1183,2003,6/28/2004,UNITED STATES v. SAMUEL FRANCIS PATANE,12/9/2003,,2003-088,2003-088-01,2003-088-01-01,2003-088-01-01-01,6/28/2004,7,542 U.S. 630,124 S. Ct. 2620,159 L. Ed. 2d 667,2004 U.S. LEXIS 4577,2003,1607,Rehnquist,02-1183,UNITED STATES v. SAMUEL FRANCIS PATANE,12/9/2003,,27,,100,,1,,,0,52,,30,,0,2,2,2,1,4,0,1,0,0,10100,1,1,0,2,7,2,209,,108,102,1,5,4
,,,,2,03-1200,2003,6/28/2004,"FLORA HOLLAND, WARDEN v. JESSIE L. JACKSON",,,2003-089,2003-089-01,2003-089-01-01,2003-089-01-01-01,6/28/2004,2,542 U.S. 649,124 S. Ct. 2736,159 L. Ed. 2d 683,2004 U.S. LEXIS 4758,2003,1607,Rehnquist,03-1200,"FLORA HOLLAND, WARDEN v. JESSIE L. JACKSON",,,28,50,126,,1,,,0,117,,26,,0,12,3,2,1,4,0,1,0,0,10020,1,1,0,7,4,3,341,,,102,1,5,0
,,,,1,03-218,2003,6/29/2004,"JOHN D. ASHCROFT, ATTORNEY GENERAL v. AMERICAN CIVIL LIBERTIES UNION et al.",3/2/2004,,2003-090,2003-090-01,2003-090-01-01,2003-090-01-01-01,6/29/2004,1,542 U.S. 656,124 S. Ct. 2783,159 L. Ed. 2d 690,2004 U.S. LEXIS 4762,2003,1607,Rehnquist,03-218,"JOHN D. ASHCROFT, ATTORNEY GENERAL v. AMERICAN CIVIL LIBERTIES UNION et al.",3/2/2004,,1,,207,,1,,,0,109,,23,,0,12,2,2,1,2,0,0,0,0,30200,3,2,0,1,,2,200,,106,103,1,5,4
,,,,1,03-339,2003,6/29/2004,JOSE FRANCISCO SOSA v. HUMBERTO ALVAREZ-MACHAIN et al.,3/30/2004,,2003-091,2003-091-01,2003-091-01-01,2003-091-01-01-01,6/29/2004,1,542 U.S. 692,124 S. Ct. 2739,159 L. Ed. 2d 718,2004 U.S. LEXIS 4763,2003,1607,Rehnquist,03-339,JOSE FRANCISCO SOSA v. HUMBERTO ALVAREZ-MACHAIN et al.,3/30/2004,,106,,106,,1,,,0,48,,29,,1,7,7,2,1,3,0,1,0,0,80070,8,2,0,4,,3,374,,107,103,1,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,01-896,2002,10/15/2002,"FORD MOTOR COMPANY AND CITIBANK (SOUTH DAKOTA), N. A. v. JOHN B. MCCAULEY et al.",10/7/2002,,2002-001,2002-001-01,2002-001-01-01,2002-001-01-01-01,10/15/2002,6,537 U.S. 1,123 S. Ct. 584,154 L. Ed. 2d 1,2002 U.S. LEXIS 7783,2002,1607,Rehnquist,01-896,"FORD MOTOR COMPANY AND CITIBANK (SOUTH DAKOTA), N. A. v. JOHN B. MCCAULEY et al.",10/7/2002,,189,,134,,1,,,0,129,,29,,0,12,2,2,1,9,0,0,0,0,90150,9,1,0,3,,,,,,,1,9,0
,,,,2,01-1765,2002,11/4/2002,"RICHARD E. EARLY, WARDEN, et al. v. WILLIAM PACKER",,,2002-002,2002-002-01,2002-002-01-01,2002-002-01-01-01,11/4/2002,2,537 U.S. 3,123 S. Ct. 362,154 L. Ed. 2d 263,2002 U.S. LEXIS 8314,2002,1607,Rehnquist,01-1765,"RICHARD E. EARLY, WARDEN, et al. v. WILLIAM PACKER",,,28,6,100,,1,,,0,48,,29,,0,12,4,2,1,3,0,1,0,0,10020,1,1,0,4,,3,341,,,,1,9,0
,,,,2,47150,2002,11/4/2002,IMMIGRATION AND NATURALIZATION SERVICE v. FREDY ORLANDO VENTURA,,,2002-003,2002-003-01,2002-003-01-01,2002-003-01-01-01,11/4/2002,2,537 U.S. 12,123 S. Ct. 353,154 L. Ed. 2d 272,2002 U.S. LEXIS 8313,2002,1607,Rehnquist,Feb-29,IMMIGRATION AND NATURALIZATION SERVICE v. FREDY ORLANDO VENTURA,,,368,,106,,1,7,,0,29,,29,,0,2,3,2,1,4,0,1,0,0,20110,2,1,0,5,4,3,344,,,,1,9,0
,,,,2,02-137,2002,11/4/2002,"JEANNE WOODFORD, WARDEN v. JOHN LOUIS VISCIOTTI",,,2002-004,2002-004-01,2002-004-01-01,2002-004-01-01-01,11/4/2002,2,537 U.S. 19,123 S. Ct. 357,154 L. Ed. 2d 279,2002 U.S. LEXIS 8312,2002,1607,Rehnquist,02-137,"JEANNE WOODFORD, WARDEN v. JOHN LOUIS VISCIOTTI",,,28,6,100,,1,,,0,48,,29,,1,12,2,2,1,3,0,1,0,0,10020,1,1,0,4,,3,341,,,,1,9,0
,,,,1,01-757,2002,11/5/2002,"SYNGENTA CROP PROTECTION, INC., ROBERT BABB, EDEE TEMPLET, AND KENNETH A. DEVUN v. HURLEY HENSON",10/15/2002,,2002-005,2002-005-01,2002-005-01-01,2002-005-01-01-01,11/5/2002,1,537 U.S. 28,123 S. Ct. 366,154 L. Ed. 2d 368,2002 U.S. LEXIS 8317,2002,1607,Rehnquist,01-757,"SYNGENTA CROP PROTECTION, INC., ROBERT BABB, EDEE TEMPLET, AND KENNETH A. DEVUN v. HURLEY HENSON",10/15/2002,,184,,174,,1,,,0,43,,31,,0,2,5,1,1,2,0,0,0,0,90330,9,1,0,4,,6,600,28 U.S.C. ¤ 1651,102,102,1,9,0
,,,,1,01-270,2002,11/5/2002,"YELLOW TRANSPORTATION, INC. v. MICHIGAN, et al.",10/7/2002,,2002-006,2002-006-01,2002-006-01-01,2002-006-01-01-01,11/5/2002,1,537 U.S. 36,123 S. Ct. 371,154 L. Ed. 2d 377,2002 U.S. LEXIS 8316,2002,1607,Rehnquist,01-270,"YELLOW TRANSPORTATION, INC. v. MICHIGAN, et al.",10/7/2002,,245,,28,27,1,66,,0,302,27,300,27,1,5,3,2,1,4,0,1,0,0,80110,8,1,0,,4,6,600,49 U.S.C. ¤ 14504,104,102,1,9,0
,,,,1,01-706,2002,12/3/2002,"REX R. SPRIETSMA, ADMINISTRATOR OF THE ESTATE OF JEANNE SPRIETSMA, DECEASED v. MERCURY MARINE, A DIVISION OF BRUNSWICK CORPORATION",10/15/2002,,2002-007,2002-007-01,2002-007-01-01,2002-007-01-01-01,12/3/2002,1,537 U.S. 51,123 S. Ct. 518,154 L. Ed. 2d 466,2002 U.S. LEXIS 9067,2002,1607,Rehnquist,01-706,"REX R. SPRIETSMA, ADMINISTRATOR OF THE ESTATE OF JEANNE SPRIETSMA, DECEASED v. MERCURY MARINE, A DIVISION OF BRUNSWICK CORPORATION",10/15/2002,,208,,116,,1,29,,0,302,17,300,17,1,5,2,2,1,4,0,1,0,0,100020,10,1,0,4,5,6,600,46 U.S.C. ¤ 4301,103,102,1,9,0
,,,,1,01-704,2002,12/10/2002,"UNITED STATES, et al. v. THOMAS LAMAR BEAN",10/16/2002,,2002-008,2002-008-01,2002-008-01-01,2002-008-01-01-01,12/10/2002,1,537 U.S. 71,123 S. Ct. 584,154 L. Ed. 2d 483,2002 U.S. LEXIS 9236,2002,1607,Rehnquist,01-704,"UNITED STATES, et al. v. THOMAS LAMAR BEAN",10/16/2002,,27,,126,,1,108,,0,119,,25,,0,12,2,2,1,3,0,1,0,0,90120,9,1,0,4,,3,339,,108,102,1,9,0
,,,,1,01-800,2002,12/10/2002,"KAREN HOWSAM, ETC. v. DEAN WITTER REYNOLDS, INC.",10/9/2002,,2002-009,2002-009-01,2002-009-01-01,2002-009-01-01-01,12/10/2002,1,537 U.S. 79,123 S. Ct. 588,154 L. Ed. 2d 491,2002 U.S. LEXIS 9235,2002,1607,Rehnquist,01-800,"KAREN HOWSAM, ETC. v. DEAN WITTER REYNOLDS, INC.",10/9/2002,,102,,119,,1,,,0,52,,30,,0,2,4,1,1,2,0,0,0,0,80160,8,1,0,3,,,,,110,102,1,8,0
,,,,6,34335,2002,12/10/2002,"ABU-ALI ABDUR'RAHMAN v. RICKY BELL, WARDEN",11/6/2002,,2002-010,2002-010-01,2002-010-01-01,2002-010-01-01-01,12/10/2002,6,537 U.S. 88,123 S. Ct. 594,154 L. Ed. 2d 501,2002 U.S. LEXIS 9240,2002,1607,Rehnquist,Jan-94,"ABU-ALI ABDUR'RAHMAN v. RICKY BELL, WARDEN",11/6/2002,,126,,28,50,1,,,0,117,,26,,0,12,9,1,1,9,0,0,0,0,10020,1,1,0,4,,4,400,,,,1,8,1
,,,,5,01-1243,2002,12/16/2002,BORDEN RANCH PARTNERSHIP AND ANGELO K. TSAKOPOULOS v. UNITED STATES ARMY CORPS OF ENGINEERS AND ENVIRONMENTAL PROTECTION AGENCY,12/10/2002,,2002-011,2002-011-01,2002-011-01-01,2002-011-01-01-01,12/16/2002,5,537 U.S. 99,123 S. Ct. 599,154 L. Ed. 2d 508,2002 U.S. LEXIS 9430,2002,1607,Rehnquist,01-1243,BORDEN RANCH PARTNERSHIP AND ANGELO K. TSAKOPOULOS v. UNITED STATES ARMY CORPS OF ENGINEERS AND ENVIRONMENTAL PROTECTION AGENCY,12/10/2002,,139,,333,,1,33,,0,49,,29,,1,12,7,2,1,2,0,0,0,0,80130,8,2,0,4,,3,338,,,,1,4,4
,,,,1,27030,2002,1/14/2003,DAVID ALLEN SATTAZAHN v. PENNSYLVANIA,11/4/2002,,2002-012,2002-012-01,2002-012-01-01,2002-012-01-01-01,1/14/2003,1,537 U.S. 101,123 S. Ct. 732,154 L. Ed. 2d 588,2003 U.S. LEXIS 748,2002,1607,Rehnquist,Jan-74,DAVID ALLEN SATTAZAHN v. PENNSYLVANIA,11/4/2002,,126,,28,45,1,,,0,302,45,300,45,1,12,2,1,1,2,0,0,0,0,10170,1,1,0,2,,2,206,,105,102,1,5,4
,,,,1,01-1229,2002,1/14/2003,"PIERCE COUNTY, WASHINGTON v. IGNACIO GUILLEN, LEGAL GUARDIAN OF JENNIFER GUILLEN AND ALMA GUILLEN, MINORS, et al.",11/4/2002,,2002-013,2002-013-01,2002-013-01-01,2002-013-01-01-01,1/14/2003,1,537 U.S. 129,123 S. Ct. 720,154 L. Ed. 2d 610,2003 U.S. LEXIS 747,2002,1607,Rehnquist,01-1229,"PIERCE COUNTY, WASHINGTON v. IGNACIO GUILLEN, LEGAL GUARDIAN OF JENNIFER GUILLEN AND ALMA GUILLEN, MINORS, et al.",11/4/2002,,5,56,208,,1,,,0,302,56,300,56,0,11,5,2,1,4,0,1,0,0,80240,8,1,0,4,,6,600,23 U.S.C. ¤ 409,108,102,1,9,0
,,,,1,01-705,2002,1/15/2003,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. PEABODY COAL COMPANY et al.",10/8/2002,,2002-014,2002-014-01,2002-014-01-01,2002-014-01-01-01,1/15/2003,1,537 U.S. 149,123 S. Ct. 748,154 L. Ed. 2d 653,2003 U.S. LEXIS 752,2002,1607,Rehnquist,01-705,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. PEABODY COAL COMPANY et al.",10/8/2002,,406,,132,,1,106,,0,74,,26,,0,2,2,1,1,3,0,1,0,0,20190,2,2,0,4,,6,600,26 U.S.C. ¤ 9701,107,102,1,6,3
,,,,1,01-618,2002,1/15/2003,"ERIC ELDRED, et al. v. JOHN D. ASHCROFT, ATTORNEY GENERAL",10/9/2002,,2002-015,2002-015-01,2002-015-01-01,2002-015-01-01-01,1/15/2003,1,537 U.S. 186,123 S. Ct. 769,154 L. Ed. 2d 683,2003 U.S. LEXIS 751,2002,1607,Rehnquist,01-618,"ERIC ELDRED, et al. v. JOHN D. ASHCROFT, ATTORNEY GENERAL",10/9/2002,,220,,1,,1,,,0,55,,32,,1,11,2,1,1,2,0,0,0,0,80190,8,1,0,1,,6,600,17 U.S.C. ¤ 302,109,102,1,7,2
,,,,1,01-1184,2002,1/21/2003,UNITED STATES v. FRANCISCO JIMENEZ RECIO AND ADRIAN LOPEZ-MEZA,11/12/2002,,2002-016,2002-016-01,2002-016-01-01,2002-016-01-01-01,1/21/2003,1,537 U.S. 270,123 S. Ct. 819,154 L. Ed. 2d 744,2003 U.S. LEXIS 901,2002,1607,Rehnquist,01-1184,UNITED STATES v. FRANCISCO JIMENEZ RECIO AND ADRIAN LOPEZ-MEZA,11/12/2002,,27,,100,,1,,,0,64,,29,,1,11,3,2,1,4,0,1,0,0,10290,1,1,0,7,,,,,110,102,1,8,1
,,,,1,01-1120,2002,1/22/2003,"DAVID MEYER, INDIVIDUALLY AND IN HIS CAPACITY AS PRESIDENT AND DESIGNATED OFFICER/BROKER OF TRIAD, INC., ETC. v. EMMA MARY ELLEN HOLLEY, ET VIR, et al.",12/3/2002,,2002-017,2002-017-01,2002-017-01-01,2002-017-01-01-01,1/22/2003,1,537 U.S. 280,123 S. Ct. 824,154 L. Ed. 2d 753,2003 U.S. LEXIS 902,2002,1607,Rehnquist,01-1120,"DAVID MEYER, INDIVIDUALLY AND IN HIS CAPACITY AS PRESIDENT AND DESIGNATED OFFICER/BROKER OF TRIAD, INC., ETC. v. EMMA MARY ELLEN HOLLEY, ET VIR, et al.",12/3/2002,,119,,222,,1,,,0,48,,29,,0,11,3,2,1,4,0,1,0,0,20040,2,1,0,4,,3,342,,110,102,1,9,0
,,,,1,01-653,2002,1/27/2003,FEDERAL COMMUNICATIONS COMMISSION v. NEXTWAVE PERSONAL COMMUNICATIONS INC. et al.,10/8/2002,,2002-018,2002-018-01,2002-018-01-01,2002-018-01-01-01,1/27/2003,1,537 U.S. 293,123 S. Ct. 832,154 L. Ed. 2d 863,2003 U.S. LEXIS 1059,2002,1607,Rehnquist,01-653,FEDERAL COMMUNICATIONS COMMISSION v. NEXTWAVE PERSONAL COMMUNICATIONS INC. et al.,10/8/2002,,338,,138,,1,38,,0,32,,32,,0,12,4,2,1,2,0,0,0,0,80030,8,2,0,4,5,3,307,,105,102,1,8,1
,,,,1,22647,2002,2/25/2003,"THOMAS JOE MILLER-EL v. JANIE COCKRELL, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, INSTITUTIONAL DIVISION",10/16/2002,,2002-019,2002-019-01,2002-019-01-01,2002-019-01-01-01,2/25/2003,1,537 U.S. 322,123 S. Ct. 1029,154 L. Ed. 2d 931,2003 U.S. LEXIS 1734,2002,1607,Rehnquist,Jan-62,"THOMAS JOE MILLER-EL v. JANIE COCKRELL, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, INSTITUTIONAL DIVISION",10/16/2002,,126,,28,51,1,,,0,120,,25,,0,12,9,1,1,4,0,1,0,0,10020,1,2,0,4,,3,341,,106,102,1,8,1
,,,,1,01-1420,2002,2/25/2003,"WASHINGTON STATE DEPARTMENT OF SOCIAL AND HEALTH SERVICES, et al. v. GUARDIANSHIP ESTATE OF DANNY KEFFELER et al.",12/3/2002,,2002-020,2002-020-01,2002-020-01-01,2002-020-01-01-01,2/25/2003,1,537 U.S. 371,123 S. Ct. 1017,154 L. Ed. 2d 972,2003 U.S. LEXIS 1735,2002,1607,Rehnquist,01-1420,"WASHINGTON STATE DEPARTMENT OF SOCIAL AND HEALTH SERVICES, et al. v. GUARDIANSHIP ESTATE OF DANNY KEFFELER et al.",12/3/2002,,7,56,175,,1,106,,0,302,56,300,56,1,12,2,2,1,4,0,1,0,0,20170,2,1,0,4,5,3,370,,107,102,1,9,0
,,,,1,01-1118,2002,2/26/2003,"SCHEIDLER v. NATIONAL ORGANIZATION FOR WOMEN, INC.",12/4/2002,,2002-021,2002-021-01,2002-021-01-01,2002-021-01-01-01,2/26/2003,1,537 U.S. 393,123 S. Ct. 1057,154 L. Ed. 2d 991,2003 U.S. LEXIS 1738,2002,1607,Rehnquist,01-1118,"SCHEIDLER v. NATIONAL ORGANIZATION FOR WOMEN, INC.",12/4/2002,,218,,207,,1,,,0,66,,27,,0,11,2,2,1,3,0,1,0,0,50020,5,1,0,4,,6,600,18 U.S.C. ¤ 1951,102,102,1,8,1
,,,,1,01-1015,2002,3/4/2003,"VICTOR MOSELEY AND CATHY MOSELEY, DBA VICTOR'S LITTLE SECRET v. V SECRET CATALOGUE, INC., et al.",11/12/2002,,2002-022,2002-022-01,2002-022-01-01,2002-022-01-01-01,3/4/2003,1,537 U.S. 418,123 S. Ct. 1115,155 L. Ed. 2d 1,2003 U.S. LEXIS 1945,2002,1607,Rehnquist,01-1015,"VICTOR MOSELEY AND CATHY MOSELEY, DBA VICTOR'S LITTLE SECRET v. V SECRET CATALOGUE, INC., et al.",11/12/2002,,238,,238,,1,,,0,74,,26,,0,2,2,1,1,4,0,1,0,0,80200,8,2,0,,,6,600,15 U.S.C. ¤ 1125,103,102,1,9,0
,,,,1,01-1209,2002,3/4/2003,THE BOEING COMPANY AND CONSOLIDATED SUBSIDIARIES v. UNITED STATES,12/9/2002,,2002-023,2002-023-01,2002-023-01-01,2002-023-01-01-01,3/4/2003,1,537 U.S. 437,123 S. Ct. 1099,155 L. Ed. 2d 17,2003 U.S. LEXIS 1947,2002,1607,Rehnquist,01-1209,THE BOEING COMPANY AND CONSOLIDATED SUBSIDIARIES v. UNITED STATES,12/9/2002,,240,,27,,1,108,,0,129,,29,,0,2,4,2,1,2,0,0,0,0,120010,12,2,0,5,4,3,345,,103,102,1,7,2
,,,,1,01-1067,2002,3/4/2003,UNITED STATES v. WHITE MOUNTAIN APACHE TRIBE,12/2/2002,,2002-024,2002-024-01,2002-024-01-01,2002-024-01-01-01,3/4/2003,1,537 U.S. 465,123 S. Ct. 1126,155 L. Ed. 2d 40,2003 U.S. LEXIS 1944,2002,1607,Rehnquist,01-1067,UNITED STATES v. WHITE MOUNTAIN APACHE TRIBE,12/2/2002,,27,,170,,1,,,0,3,,8,,1,11,4,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,28 U.S.C. ¤ 1505,107,103,1,5,4
,,,,1,01-1375,2002,3/4/2003,UNITED STATES v. NAVAJO NATION,12/2/2002,,2002-025,2002-025-01,2002-025-01-01,2002-025-01-01-01,3/4/2003,1,537 U.S. 488,123 S. Ct. 1079,155 L. Ed. 2d 60,2003 U.S. LEXIS 1946,2002,1607,Rehnquist,01-1375,UNITED STATES v. NAVAJO NATION,12/2/2002,,27,,170,,1,26,,0,3,,8,,1,12,4,2,1,4,0,1,0,0,20150,2,1,0,4,5,6,600,25 U.S.C. ¤ 396,109,102,1,6,3
,,,,1,01-1500,2002,3/4/2003,ERICK CORNELL CLAY v. UNITED STATES,1/13/2003,,2002-026,2002-026-01,2002-026-01-01,2002-026-01-01-01,3/4/2003,1,537 U.S. 522,123 S. Ct. 1072,155 L. Ed. 2d 88,2003 U.S. LEXIS 1943,2002,1607,Rehnquist,01-1500,ERICK CORNELL CLAY v. UNITED STATES,1/13/2003,,126,,27,,1,,,0,68,,27,,0,2,2,1,1,4,0,1,0,0,10020,1,2,0,4,,3,341,,109,102,1,9,0
,,,,1,01-1231,2002,3/5/2003,"CONNECTICUT DEPARTMENT OF PUBLIC SAFETY, et al. v. JOHN DOE, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED",11/13/2002,,2002-027,2002-027-01,2002-027-01-01,2002-027-01-01-01,3/5/2003,1,538 U.S. 1,123 S. Ct. 1160,155 L. Ed. 2d 98,2003 U.S. LEXIS 1951,2002,1607,Rehnquist,01-1231,"CONNECTICUT DEPARTMENT OF PUBLIC SAFETY, et al. v. JOHN DOE, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED",11/13/2002,,7,8,126,,1,,,0,53,,22,,0,11,2,2,1,3,0,1,0,0,10180,1,1,0,2,,2,230,,102,102,1,9,0
,,,,7,28491,2002,3/5/2003,GARY ALBERT EWING v. CALIFORNIA,11/5/2002,,2002-028,2002-028-01,2002-028-01-01,2002-028-01-01-01,3/5/2003,7,538 U.S. 11,123 S. Ct. 1179,155 L. Ed. 2d 108,2003 U.S. LEXIS 1952,2002,1607,Rehnquist,Jan-78,GARY ALBERT EWING v. CALIFORNIA,11/5/2002,,100,,28,6,1,,,0,302,6,301,6,0,11,2,1,1,2,0,0,0,0,10140,1,1,0,2,,2,221,,104,102,1,5,4
,,,,1,01-1127,2002,3/5/2003,"BILL LOCKYER, ATTORNEY GENERAL OF CALIFORNIA v. LEANDRO ANDRADE",11/5/2002,,2002-029,2002-029-01,2002-029-01-01,2002-029-01-01-01,3/5/2003,1,538 U.S. 63,123 S. Ct. 1166,155 L. Ed. 2d 144,2003 U.S. LEXIS 1950,2002,1607,Rehnquist,01-1127,"BILL LOCKYER, ATTORNEY GENERAL OF CALIFORNIA v. LEANDRO ANDRADE",11/5/2002,,28,6,126,,1,,,0,48,,29,,1,12,4,2,1,3,0,1,0,0,10020,1,1,0,4,,3,341,,104,102,1,5,4
,,,,1,01-729,2002,3/5/2003,DELBERT W. SMITH AND BRUCE M. BOTELHO v. JOHN DOE I et al.,11/13/2002,,2002-030,2002-030-01,2002-030-01-01,2002-030-01-01-01,3/5/2003,1,538 U.S. 84,123 S. Ct. 1140,155 L. Ed. 2d 164,2003 U.S. LEXIS 1949,2002,1607,Rehnquist,01-729,DELBERT W. SMITH AND BRUCE M. BOTELHO v. JOHN DOE I et al.,11/13/2002,,28,2,126,,1,,,0,44,,29,,0,12,4,2,1,4,0,1,0,0,10180,1,1,0,2,,1,127,,106,102,1,6,3
,,,,1,01-1572,2002,3/10/2003,"COOK COUNTY, ILLINOIS v. UNITED STATES ex rel. JANET CHANDLER",1/14/2003,,2002-031,2002-031-01,2002-031-01-01,2002-031-01-01-01,3/10/2003,1,538 U.S. 119,123 S. Ct. 1239,155 L. Ed. 2d 247,2003 U.S. LEXIS 1957,2002,1607,Rehnquist,01-1572,"COOK COUNTY, ILLINOIS v. UNITED STATES ex rel. JANET CHANDLER",1/14/2003,,5,17,176,,1,,,0,66,,27,,0,2,4,2,1,2,0,0,0,0,80060,8,2,0,4,,3,325,,107,102,1,9,0
