case,caseDisposition,caseName,dateArgument,dateDecision,docket,issue,issueArea,lawType,lowerCourtDisagreement,petitioner,respondent,sctCite,shortName,term,testPart,ticker,voteMargin
137,,STATE OF SOUTH CAROLINA v. STATE OF NORTH CAROLINA,10/13/2009,1/20/2010,"138, Orig.",110020.0,11.0,9.0,0.0,28.0,28.0,130 S.Ct. 854,South Carolina v. North Carolina,2009,,DUK,1
137,,STATE OF SOUTH CAROLINA v. STATE OF NORTH CAROLINA,10/13/2009,1/20/2010,"138, Orig.",110020.0,11.0,9.0,0.0,28.0,28.0,130 S.Ct. 854,South Carolina v. North Carolina,2009,,XLU,1
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,XLP,MO,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,XLP,PM,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,XLP,LO,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,XLP,RAI,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,,MO,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,,PM,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,,LO,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,,RAI,2
138,4.0,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,1/25/2010,08-969,80170.0,8.0,3.0,0.0,233.0,3.0,130 S.Ct. 983,"Hemi Grp. v. City of New York, NY",2009,,XLP,2
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XOP,XOM,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XOP,BP,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XOP,XLE,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XOP,XES,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XES,XOM,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XES,BP,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XES,XLE,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XES,XOP,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XLE,XOM,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XLE,BP,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XLE,XES,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,XLE,XOP,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,,XOM,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,,BP,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,,XLE,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,,XES,9
139,7.0,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,3/2/2010,08-240,80010.0,8.0,6.0,0.0,161.0,160.0,130 S.Ct. 1251,Mac's Shell Serv. v. Shell Oil Products,2009,,XOP,9
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,,ENL,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,,MHFI,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,,TRI,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,,RUK,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,,XLI,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,XLI,ENL,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,XLI,MHFI,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,XLI,TRI,8
140,4.0,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,3/2/2010,08-103,80190.0,8.0,6.0,1.0,220.0,112.0,130 S.Ct. 1237,Elsevier v. Muchnick,2009,XLI,RUK,8
141,7.0,"MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES",12/1/2009,3/8/2010,08-1119,60020.0,6.0,3.0,1.0,111.0,27.0,130 S.Ct. 1324,"Milavetz, Gallop & Milavetz v. U.S.",2009,,GS,9
141,7.0,"MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES",12/1/2009,3/8/2010,08-1119,60020.0,6.0,3.0,1.0,111.0,27.0,130 S.Ct. 1324,"Milavetz, Gallop & Milavetz v. U.S.",2009,,UBS,9
141,7.0,"MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES",12/1/2009,3/8/2010,08-1119,60020.0,6.0,3.0,1.0,111.0,27.0,130 S.Ct. 1324,"Milavetz, Gallop & Milavetz v. U.S.",2009,,XLF,9
141,7.0,"MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES",12/1/2009,3/8/2010,08-1119,60020.0,6.0,3.0,1.0,111.0,27.0,130 S.Ct. 1324,"Milavetz, Gallop & Milavetz v. U.S.",2009,XLF,GS,9
141,7.0,"MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES",12/1/2009,3/8/2010,08-1119,60020.0,6.0,3.0,1.0,111.0,27.0,130 S.Ct. 1324,"Milavetz, Gallop & Milavetz v. U.S.",2009,XLF,UBS,9
142,5.0,"JERRY N. JONES, et al. v. HARRIS ASSOCIATES L. P.",11/2/2009,3/30/2010,08-586,80120.0,8.0,6.0,1.0,173.0,119.0,130 S.Ct. 1418,Jones v. Harris Assoc.,2009,,EVR,9
142,5.0,"JERRY N. JONES, et al. v. HARRIS ASSOCIATES L. P.",11/2/2009,3/30/2010,08-586,80120.0,8.0,6.0,1.0,173.0,119.0,130 S.Ct. 1418,Jones v. Harris Assoc.,2009,,MS,9
142,5.0,"JERRY N. JONES, et al. v. HARRIS ASSOCIATES L. P.",11/2/2009,3/30/2010,08-586,80120.0,8.0,6.0,1.0,173.0,119.0,130 S.Ct. 1418,Jones v. Harris Assoc.,2009,,UBS,9
143,4.0,"SHADY GROVE ORTHOPEDIC ASSOCIATES, P. A. v. ALLSTATE INSURANCE COMPANY",11/2/2009,3/31/2010,08-1008,90110.0,9.0,4.0,0.0,206.0,171.0,130 S.Ct. 1431,Shady Grove Orthopedic Assoc. v. Allstate Ins.,2009,,ALL,1
144,4.0,"SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al.",1/20/2010,4/21/2010,08-810,80090.0,8.0,3.0,0.0,145.0,151.0,130 S.Ct. 1640,Conkright v. Frommert,2009,,XRX,2
144,4.0,"SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al.",1/20/2010,4/21/2010,08-810,80090.0,8.0,3.0,0.0,145.0,151.0,130 S.Ct. 1640,Conkright v. Frommert,2009,,XLI,2
144,4.0,"SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al.",1/20/2010,4/21/2010,08-810,80090.0,8.0,3.0,0.0,145.0,151.0,130 S.Ct. 1640,Conkright v. Frommert,2009,XLI,XRX,2
145,2.0,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,4/27/2010,08-905,80120.0,8.0,3.0,1.0,143.0,173.0,130 S.Ct. 1784,Merck & Co. v. Reynolds,2009,XPH,MRK,9
145,2.0,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,4/27/2010,08-905,80120.0,8.0,3.0,1.0,143.0,173.0,130 S.Ct. 1784,Merck & Co. v. Reynolds,2009,XPH,XLV,9
145,2.0,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,4/27/2010,08-905,80120.0,8.0,3.0,1.0,143.0,173.0,130 S.Ct. 1784,Merck & Co. v. Reynolds,2009,,MRK,9
145,2.0,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,4/27/2010,08-905,80120.0,8.0,3.0,1.0,143.0,173.0,130 S.Ct. 1784,Merck & Co. v. Reynolds,2009,,XLV,9
145,2.0,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,4/27/2010,08-905,80120.0,8.0,3.0,1.0,143.0,173.0,130 S.Ct. 1784,Merck & Co. v. Reynolds,2009,,XPH,9
145,2.0,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,4/27/2010,08-905,80120.0,8.0,3.0,1.0,143.0,173.0,130 S.Ct. 1784,Merck & Co. v. Reynolds,2009,XLV,MRK,9
145,2.0,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,4/27/2010,08-905,80120.0,8.0,3.0,1.0,143.0,173.0,130 S.Ct. 1784,Merck & Co. v. Reynolds,2009,XLV,XPH,9
146,4.0,KAWASAKI KISEN KAISHA LTD. et al. v. REGAL-BELOIT CORP. et al.,3/24/2010,6/21/2010,08-1553,80070.0,8.0,3.0,0.0,234.0,195.0,130 S.Ct. 2433,Kawasaki v. Regal-Beloit,2009,XLF,RBC,3
146,4.0,KAWASAKI KISEN KAISHA LTD. et al. v. REGAL-BELOIT CORP. et al.,3/24/2010,6/21/2010,08-1553,80070.0,8.0,3.0,0.0,234.0,195.0,130 S.Ct. 2433,Kawasaki v. Regal-Beloit,2009,,RBC,3
146,4.0,KAWASAKI KISEN KAISHA LTD. et al. v. REGAL-BELOIT CORP. et al.,3/24/2010,6/21/2010,08-1553,80070.0,8.0,3.0,0.0,234.0,195.0,130 S.Ct. 2433,Kawasaki v. Regal-Beloit,2009,,XLF,3
147,4.0,"MONSANTO COMPANY, et al. v. GEERTSON SEED FARMS et al.",4/27/2010,6/21/2010,09-475,80130.0,8.0,3.0,1.0,128.0,152.0,130 S.Ct. 2743,Monsanto v. Geertson Seed Farms,2009,,MON,6
147,4.0,"MONSANTO COMPANY, et al. v. GEERTSON SEED FARMS et al.",4/27/2010,6/21/2010,09-475,80130.0,8.0,3.0,1.0,128.0,152.0,130 S.Ct. 2743,Monsanto v. Geertson Seed Farms,2009,,XLP,6
147,4.0,"MONSANTO COMPANY, et al. v. GEERTSON SEED FARMS et al.",4/27/2010,6/21/2010,09-475,80130.0,8.0,3.0,1.0,128.0,152.0,130 S.Ct. 2743,Monsanto v. Geertson Seed Farms,2009,XLP,MON,6
148,2.0,"COSTCO WHOLESALE CORPORATION, PETITIONER  v. OMEGA, S.A.",11/8/2010,12/13/2010,08-1423,80190.0,8.0,9.0,0.0,252.0,234.0,131 S.Ct. 565,Costco v. Omega,2010,,COST,0
148,2.0,"COSTCO WHOLESALE CORPORATION, PETITIONER  v. OMEGA, S.A.",11/8/2010,12/13/2010,08-1423,80190.0,8.0,9.0,0.0,252.0,234.0,131 S.Ct. 565,Costco v. Omega,2010,,XLY,0
148,2.0,"COSTCO WHOLESALE CORPORATION, PETITIONER  v. OMEGA, S.A.",11/8/2010,12/13/2010,08-1423,80190.0,8.0,9.0,0.0,252.0,234.0,131 S.Ct. 565,Costco v. Omega,2010,XLY,COST,0
150,2.0,"RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.",10/12/2010,2/22/2011,09-152,100030.0,10.0,6.0,0.0,175.0,143.0,131 S.Ct. 1068,Bruesewitz v. Wyeth,2010,XPH,PFE,4
150,2.0,"RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.",10/12/2010,2/22/2011,09-152,100030.0,10.0,6.0,0.0,175.0,143.0,131 S.Ct. 1068,Bruesewitz v. Wyeth,2010,XPH,XLV,4
150,2.0,"RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.",10/12/2010,2/22/2011,09-152,100030.0,10.0,6.0,0.0,175.0,143.0,131 S.Ct. 1068,Bruesewitz v. Wyeth,2010,,PFE,4
150,2.0,"RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.",10/12/2010,2/22/2011,09-152,100030.0,10.0,6.0,0.0,175.0,143.0,131 S.Ct. 1068,Bruesewitz v. Wyeth,2010,,XLV,4
150,2.0,"RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.",10/12/2010,2/22/2011,09-152,100030.0,10.0,6.0,0.0,175.0,143.0,131 S.Ct. 1068,Bruesewitz v. Wyeth,2010,,XPH,4
150,2.0,"RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.",10/12/2010,2/22/2011,09-152,100030.0,10.0,6.0,0.0,175.0,143.0,131 S.Ct. 1068,Bruesewitz v. Wyeth,2010,XLV,PFE,4
150,2.0,"RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.",10/12/2010,2/22/2011,09-152,100030.0,10.0,6.0,0.0,175.0,143.0,131 S.Ct. 1068,Bruesewitz v. Wyeth,2010,XLV,XPH,4
151,4.0,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/2010,2/22/2011,09-520,80100.0,8.0,6.0,0.0,231.0,19.0,131 S.Ct. 1101,CSX Transp. v. Alabama Dept. of Rev.,2010,XLI,CSX,5
151,4.0,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/2010,2/22/2011,09-520,80100.0,8.0,6.0,0.0,231.0,19.0,131 S.Ct. 1101,CSX Transp. v. Alabama Dept. of Rev.,2010,,CSX,5
151,4.0,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/2010,2/22/2011,09-520,80100.0,8.0,6.0,0.0,231.0,19.0,131 S.Ct. 1101,CSX Transp. v. Alabama Dept. of Rev.,2010,,XLI,5
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,,F,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,,GM,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,,TM,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,,HMC,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,,TSLA,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,,XLY,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,XLY,F,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,XLY,GM,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,XLY,TM,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,XLY,HMC,8
152,3.0,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/2010,2/23/2011,08-1314,100030.0,10.0,9.0,0.0,208.0,189.0,131 S.Ct. 1131,Williamson v. Mazda,2010,XLY,TSLA,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,VOX,T,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,VOX,XLY,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,VOX,XTL,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,XTL,T,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,XTL,XLY,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,XTL,VOX,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,XLY,T,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,XLY,VOX,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,XLY,XTL,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,,T,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,,XLY,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,,VOX,8
153,3.0,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/2011,3/1/2011,09-1279,50040.0,5.0,3.0,0.0,338.0,205.0,131 S.Ct. 1177,FCC v. AT&T,2010,,XTL,8
154,3.0,"ASTRA USA, INC., et al., PETITIONERS v. SANTA CLARA COUNTY, CALIFORNIA",1/19/2011,3/29/2011,09-1273,90120.0,9.0,3.0,0.0,143.0,5.0,131 S.Ct. 1342,"Astra v. Santa Clara County, CA",2010,XLV,XPH,8
154,3.0,"ASTRA USA, INC., et al., PETITIONERS v. SANTA CLARA COUNTY, CALIFORNIA",1/19/2011,3/29/2011,09-1273,90120.0,9.0,3.0,0.0,143.0,5.0,131 S.Ct. 1342,"Astra v. Santa Clara County, CA",2010,,XLV,8
154,3.0,"ASTRA USA, INC., et al., PETITIONERS v. SANTA CLARA COUNTY, CALIFORNIA",1/19/2011,3/29/2011,09-1273,90120.0,9.0,3.0,0.0,143.0,5.0,131 S.Ct. 1342,"Astra v. Santa Clara County, CA",2010,,XPH,8
154,3.0,"ASTRA USA, INC., et al., PETITIONERS v. SANTA CLARA COUNTY, CALIFORNIA",1/19/2011,3/29/2011,09-1273,90120.0,9.0,3.0,0.0,143.0,5.0,131 S.Ct. 1342,"Astra v. Santa Clara County, CA",2010,XPH,XLV,8
155,4.0,"AT&T MOBILITY LLC, PETITIONER v. VINCENT CONCEPTION ET UX",11/9/2010,4/27/2011,09-893,80160.0,8.0,6.0,0.0,205.0,134.0,131 S.Ct. 1740,AT&T v. Conception,2010,,T,1
