case,caseDisposition,caseName,dateArgument,dateDecision,docket,issue,issueArea,lawType,lowerCourtDisagreement,petitioner,respondent,sctCite,shortName,term,testPart,ticker,voteMargin
22,2.0,"UNITED STATES AND DEPARTMENT OF AGRICULTURE v. UNITED FOODS, INC.",4/17/2001,6/25/2001,00-276,30020.0,3.0,6.0,0.0,304.0,152.0,121 S.Ct. 2334,Dept. of Agric. v. United Foods,2000,XLP,UNFI,3
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,XLP,BTI,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,XLP,MO,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,XLP,RAI,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,XLP,UVV,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,XLP,VGR,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,,BTI,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,,MO,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,,RAI,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,,UVV,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,,VGR,1
23,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000,,XLP,1
24,4.0,TRW INC. v. ADELAIDE ANDREWS,10/9/2001,11/13/2001,00-1045,80170.0,8.0,6.0,0.0,135.0,134.0,122 S.Ct. 441,TRW Inc. v. Andrews,2001,,TRW,9
24,4.0,TRW INC. v. ADELAIDE ANDREWS,10/9/2001,11/13/2001,00-1045,80170.0,8.0,6.0,0.0,135.0,134.0,122 S.Ct. 441,TRW Inc. v. Andrews,2001,,XLY,9
24,4.0,TRW INC. v. ADELAIDE ANDREWS,10/9/2001,11/13/2001,00-1045,80170.0,8.0,6.0,0.0,135.0,134.0,122 S.Ct. 441,TRW Inc. v. Andrews,2001,XLY,TRW,9
25,2.0,CHICKASAW NATION v. UNITED STATES,10/2/2001,11/27/2001,00-507,20150.0,2.0,6.0,0.0,170.0,27.0,122 S.Ct. 528,Chickasaw Nation v. U.S.,2001,,CZR,5
25,2.0,CHICKASAW NATION v. UNITED STATES,10/2/2001,11/27/2001,00-507,20150.0,2.0,6.0,0.0,170.0,27.0,122 S.Ct. 528,Chickasaw Nation v. U.S.,2001,,XLY,5
25,2.0,CHICKASAW NATION v. UNITED STATES,10/2/2001,11/27/2001,00-507,20150.0,2.0,6.0,0.0,170.0,27.0,122 S.Ct. 528,Chickasaw Nation v. U.S.,2001,XLY,CZR,5
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLP,DD,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLP,DOW,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLP,MON,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLP,SYT,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLP,XLB,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLP,XLI,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLP,XLV,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLV,DD,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLV,DOW,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLV,MON,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLV,SYT,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLV,XLB,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLV,XLI,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLV,XLP,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,DD,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,DOW,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,MON,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,SYT,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,XLB,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,XLI,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,XLP,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,,XLV,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLB,DD,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLB,DOW,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLB,MON,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLB,SYT,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLB,XLI,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLB,XLP,4
26,2.0,"J. E. M. AG SUPPLY, INC., DBA FARM ADVANTAGE, INC., et al. v. PIONEER HI-BRED INTERNATIONAL, INC.",10/3/2001,12/10/2001,99-1996,80180.0,8.0,6.0,0.0,123.0,233.0,122 S.Ct. 593,"J.E.M. Ag Supply, v. Pioneer",2001,XLB,XLV,4
27,4.0,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC. v. ELLA WILLIAMS",11/7/2001,1/8/2002,00-1089,20210.0,2.0,3.0,0.0,189.0,154.0,122 S.Ct. 681,Toyota v. Williams,2001,XLY,TM,9
27,4.0,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC. v. ELLA WILLIAMS",11/7/2001,1/8/2002,00-1089,20210.0,2.0,3.0,0.0,189.0,154.0,122 S.Ct. 681,Toyota v. Williams,2001,,TM,9
27,4.0,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC. v. ELLA WILLIAMS",11/7/2001,1/8/2002,00-1089,20210.0,2.0,3.0,0.0,189.0,154.0,122 S.Ct. 681,Toyota v. Williams,2001,,XLY,9
28,2.0,"GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY, et al. v. JANETTE KNUDSON AND ERIC KNUDSON",10/1/2001,1/8/2002,99-1786,80090.0,8.0,3.0,0.0,171.0,145.0,122 S.Ct. 708,Great-West Life & Annuity Ins. v. Knudson,2001,,GWO,1
29,3.0,"ELAINE L. CHAO, SECRETARY OF LABOR v. MALLARD BAY DRILLING, INC.",10/31/2001,1/9/2002,00-927,70050.0,7.0,3.0,0.0,371.0,116.0,122 S.Ct. 738,"Chao, Sec'y of Labor v. Mallard Bay Drilling",2001,,RIG,8
29,3.0,"ELAINE L. CHAO, SECRETARY OF LABOR v. MALLARD BAY DRILLING, INC.",10/31/2001,1/9/2002,00-927,70050.0,7.0,3.0,0.0,371.0,116.0,122 S.Ct. 738,"Chao, Sec'y of Labor v. Mallard Bay Drilling",2001,,XLE,8
29,3.0,"ELAINE L. CHAO, SECRETARY OF LABOR v. MALLARD BAY DRILLING, INC.",10/31/2001,1/9/2002,00-927,70050.0,7.0,3.0,0.0,371.0,116.0,122 S.Ct. 738,"Chao, Sec'y of Labor v. Mallard Bay Drilling",2001,XLE,RIG,8
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,,CMCSA,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,,DISH,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,,T,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,,VZ,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,,IYZ,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,,XLY,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,IYZ,CMCSA,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,IYZ,DISH,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,IYZ,T,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,IYZ,VZ,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,IYZ,XLY,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,XLY,CMCSA,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,XLY,DISH,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,XLY,T,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,XLY,VZ,4
30,4.0,"NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, INC. v. GULF POWER COMPANY et al.",10/2/2001,1/16/2002,00-832,90120.0,9.0,6.0,1.0,124.0,219.0,122 S.Ct. 782,Nat'l Cable & Telecomm. Ass'n v. Gulf Power,2001,XLY,IYZ,4
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,XLE,ACI,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,XLE,BTU,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,XLE,CLD,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,ACI,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,BTU,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,CLD,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,WLB,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,,ACI,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,,BTU,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,,CLD,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,,XLE,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,ACI,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,BTU,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,CLD,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,WLB,3
31,2.0,"JO ANNE B. BARNHART, COMMISSIONER OF SOCIAL SECURITY v. SIGMON COAL COMPANY, INC., et al.",11/7/2001,2/19/2002,00-1307,80070.0,8.0,6.0,0.0,406.0,132.0,122 S.Ct. 941,"Barnhart, Comm'r of Soc. Sec. v. Sigmon Coal",2001,WLB,XLE,3
32,2.0,NEW YORK et al. v. FEDERAL ENERGY REGULATORY COMMISSION et al.,10/3/2001,3/4/2002,00-568,90120.0,9.0,3.0,0.0,28.0,344.0,122 S.Ct. 1012,New York v. Fed. Energy Regulatory Comm'n,2001,XLU,AT,3
32,2.0,NEW YORK et al. v. FEDERAL ENERGY REGULATORY COMMISSION et al.,10/3/2001,3/4/2002,00-568,90120.0,9.0,3.0,0.0,28.0,344.0,122 S.Ct. 1012,New York v. Fed. Energy Regulatory Comm'n,2001,XLU,CMS,3
32,2.0,NEW YORK et al. v. FEDERAL ENERGY REGULATORY COMMISSION et al.,10/3/2001,3/4/2002,00-568,90120.0,9.0,3.0,0.0,28.0,344.0,122 S.Ct. 1012,New York v. Fed. Energy Regulatory Comm'n,2001,XLU,LNT,3
32,2.0,NEW YORK et al. v. FEDERAL ENERGY REGULATORY COMMISSION et al.,10/3/2001,3/4/2002,00-568,90120.0,9.0,3.0,0.0,28.0,344.0,122 S.Ct. 1012,New York v. Fed. Energy Regulatory Comm'n,2001,,AT,3
32,2.0,NEW YORK et al. v. FEDERAL ENERGY REGULATORY COMMISSION et al.,10/3/2001,3/4/2002,00-568,90120.0,9.0,3.0,0.0,28.0,344.0,122 S.Ct. 1012,New York v. Fed. Energy Regulatory Comm'n,2001,,CMS,3
