"","Case","Index","Symbol","estimate","error","t.value","p.value","sig","dateDecision","sctCite","term","docket","shortName"
"1214",186,"XLU","PPL","-0.003247","0.007078","-0.458720","0.646435","","5/20/2013","133 S.Ct. 1897",2012,"16041","PPL v. Comm'r of Internal Rev."
"1215",187,"SPY","MYGN","-0.202351","0.024125","-8.387522","0.000000","***","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1216",187,"SPY","ABT","-0.002240","0.014006","-0.159932","0.872935","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1217",187,"SPY","AMGN","0.002011","0.016699","0.120427","0.904145","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1218",187,"SPY","XLV","0.004735","0.007237","0.654287","0.512927","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1219",187,"SPY","XPH","0.012896","0.007634","1.689383","0.091146","*","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1220",187,"SPY","XBI","-0.005466","0.016503","-0.331207","0.740488","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1221",187,"SPY","XHE","0.000021","0.001096","0.019153","0.984719","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1222",187,"XLV","MYGN","-0.205050","0.023769","-8.626629","0.000000","***","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1223",187,"XLV","ABT","-0.006707","0.012229","-0.548436","0.583393","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1224",187,"XLV","AMGN","-0.003567","0.014460","-0.246684","0.805153","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1225",187,"XLV","XPH","0.013061","0.007982","1.636301","0.101777","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1226",187,"XLV","XBI","-0.008043","0.016201","-0.496456","0.619572","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1227",187,"XLV","XHE","0.000031","0.001097","0.028257","0.977458","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1228",187,"XPH","MYGN","-0.195343","0.024821","-7.869947","0.000000","***","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1229",187,"XPH","ABT","0.002036","0.016638","0.122371","0.902606","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1230",187,"XPH","AMGN","0.007327","0.019377","0.378131","0.705333","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1231",187,"XPH","XLV","0.005701","0.011272","0.505768","0.613020","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1232",187,"XPH","XBI","-0.008239","0.018687","-0.440886","0.659296","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1233",187,"XPH","XHE","0.000073","0.001098","0.066506","0.946975","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1234",187,"XBI","MYGN","-0.199438","0.022906","-8.706898","0.000000","***","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1235",187,"XBI","ABT","0.006414","0.016193","0.396106","0.692027","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1236",187,"XBI","AMGN","0.009557","0.016701","0.572256","0.567149","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1237",187,"XBI","XLV","0.013015","0.009862","1.319697","0.186936","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1238",187,"XBI","XPH","0.016337","0.008056","2.028044","0.042556","**","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1239",187,"XBI","XHE","0.000065","0.001098","0.059218","0.952779","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1240",187,"XHE","MYGN","-0.195771","0.024764","-7.905604","0.000000","***","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1241",187,"XHE","ABT","0.008150","0.016882","0.482752","0.629272","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1242",187,"XHE","AMGN","0.013289","0.019580","0.678720","0.497315","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1243",187,"XHE","XLV","0.015722","0.012324","1.275765","0.202038","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1244",187,"XHE","XPH","0.017592","0.008731","2.014858","0.043920","**","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1245",187,"XHE","XBI","0.007511","0.020255","0.370831","0.710764","","6/13/2013","133 S.Ct. 2107",2012,"12-398","Ass'n for Molec. Pathology v. Myriad Genetics"
"1246",188,"SPY","ACT","-0.041928","0.014391","-2.913396","0.003575","***","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1247",188,"SPY","MYL","-0.029398","0.018333","-1.603514","0.108821","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1248",188,"SPY","NVS","0.002705","0.008720","0.310220","0.756393","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1249",188,"SPY","TEVA","0.002731","0.015358","0.177827","0.858859","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1250",188,"SPY","XLV","-0.005755","0.007815","-0.736401","0.461487","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1251",188,"SPY","XPH","-0.027610","0.008060","-3.425511","0.000614","***","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1252",188,"SPY","XBI","0.007577","0.017467","0.433799","0.664434","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1253",188,"SPY","XHE","0.000874","0.001162","0.752277","0.451885","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1254",188,"XLV","ACT","-0.034486","0.013757","-2.506865","0.012181","**","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1255",188,"XLV","MYL","-0.023200","0.016228","-1.429653","0.152816","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1256",188,"XLV","NVS","0.004281","0.008478","0.504926","0.613611","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1257",188,"XLV","TEVA","0.005873","0.015309","0.383642","0.701244","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1258",188,"XLV","XPH","-0.023022","0.008134","-2.830189","0.004652","***","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1259",188,"XLV","XBI","0.015295","0.016960","0.901839","0.367142","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1260",188,"XLV","XHE","0.000926","0.001163","0.796546","0.425715","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1261",188,"XPH","ACT","-0.012894","0.015985","-0.806648","0.419869","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1262",188,"XPH","MYL","0.002948","0.018978","0.155337","0.876556","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1263",188,"XPH","NVS","0.009789","0.008918","1.097650","0.272357","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1264",188,"XPH","TEVA","0.013075","0.015754","0.829972","0.406554","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1265",188,"XPH","XLV","0.021536","0.010116","2.128962","0.033257","**","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1266",188,"XPH","XBI","0.039228","0.018499","2.120596","0.033956","**","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1267",188,"XPH","XHE","0.000937","0.001163","0.805733","0.420397","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1268",188,"XBI","ACT","-0.036369","0.015813","-2.299895","0.021454","**","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1269",188,"XBI","MYL","-0.023701","0.019524","-1.213942","0.224770","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1270",188,"XBI","NVS","0.004745","0.008988","0.527954","0.597532","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1271",188,"XBI","TEVA","0.006307","0.015793","0.399353","0.689633","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1272",188,"XBI","XLV","-0.000010","0.010286","-0.000972","0.999224","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1273",188,"XBI","XPH","-0.024132","0.009022","-2.674730","0.007479","***","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1274",188,"XBI","XHE","0.000946","0.001163","0.813487","0.415939","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1275",188,"XHE","ACT","-0.028092","0.017687","-1.588245","0.112231","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1276",188,"XHE","MYL","-0.016613","0.020998","-0.791183","0.428837","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1277",188,"XHE","NVS","0.006201","0.009097","0.681688","0.495436","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1278",188,"XHE","TEVA","0.009378","0.015889","0.590225","0.555039","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1279",188,"XHE","XLV","0.007236","0.012392","0.583926","0.559270","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1280",188,"XHE","XPH","-0.019534","0.009968","-1.959617","0.050041","*","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1281",188,"XHE","XBI","0.022280","0.020438","1.090131","0.275656","","6/17/2013","133 S.Ct. 1310",2012,"12-416","FTC v. Actavis"
"1282",189,"SPY","AXP","0.019083","0.013102","1.456478","0.145261","","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1283",189,"SPY","DFS","0.003833","0.015759","0.243230","0.807827","","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1284",189,"SPY","MA","-0.028151","0.013043","-2.158342","0.030901","**","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1285",189,"SPY","V","-0.007599","0.012734","-0.596758","0.550669","","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1286",189,"SPY","XLF","-0.004313","0.007059","-0.610957","0.541228","","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1287",189,"XLF","AXP","0.020254","0.012792","1.583394","0.113332","","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1288",189,"XLF","DFS","0.001941","0.016727","0.116040","0.907621","","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1289",189,"XLF","MA","-0.030156","0.013710","-2.199552","0.027839","**","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1290",189,"XLF","V","-0.007861","0.012933","-0.607808","0.543315","","6/20/2013","133 S.Ct. 2304",2012,"12-133","American Express v. Italian Colors Rest."
"1291",190,"SPY","PRGO","-0.010168","0.014725","-0.690549","0.489849","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1292",190,"SPY","XLV","0.001220","0.007530","0.162017","0.871293","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1293",190,"SPY","XPH","0.022219","0.011480","1.935500","0.052929","*","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1294",190,"SPY","XBI","0.027622","0.014593","1.892783","0.058387","*","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1295",190,"SPY","XHE","0.000672","0.000395","1.701988","0.088758","*","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1296",190,"XLV","PRGO","-0.011113","0.013591","-0.817660","0.413551","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1297",190,"XLV","XPH","0.022157","0.011421","1.940020","0.052377","*","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1298",190,"XLV","XBI","0.028361","0.016016","1.770828","0.076589","*","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1299",190,"XLV","XHE","0.000681","0.000395","1.724659","0.084589","*","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1300",190,"XPH","PRGO","-0.019327","0.015593","-1.239464","0.215174","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1301",190,"XPH","XLV","-0.005139","0.012622","-0.407157","0.683893","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1302",190,"XPH","XBI","0.015854","0.019662","0.806325","0.420056","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1303",190,"XPH","XHE","0.000650","0.000395","1.644630","0.100046","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1304",190,"XBI","PRGO","-0.019013","0.014996","-1.267840","0.204855","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1305",190,"XBI","XLV","-0.008524","0.010190","-0.836486","0.402882","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1306",190,"XBI","XPH","0.015220","0.011320","1.344492","0.178789","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1307",190,"XBI","XHE","0.000669","0.000395","1.693229","0.090412","*","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1308",190,"XHE","PRGO","-0.005186","0.017151","-0.302369","0.762371","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1309",190,"XHE","XLV","0.006986","0.014267","0.489671","0.624367","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1310",190,"XHE","XPH","0.025402","0.012922","1.965867","0.049314","**","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1311",190,"XHE","XBI","0.036239","0.022436","1.615195","0.106269","","6/24/2013","133 S.Ct. 2466",2012,"12-142","Mutual Pharm. v. Bartlett"
"1312",191,"SPY","F","-0.034111","0.011478","-2.971912","0.002960","***","12/2/2013","134 S.Ct. 510",2013,"13-113","Ford v. U.S."
"1313",192,"SPY","S","0.044635","0.037611","1.186754","0.235325","","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1314",192,"SPY","XLY","-0.004037","0.008993","-0.448893","0.653509","","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1315",192,"SPY","VOX","-0.010294","0.005121","-2.010235","0.044406","**","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1316",192,"SPY","XTL","-0.002309","0.000933","-2.475444","0.013307","**","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1317",192,"XLY","S","0.048670","0.036896","1.319126","0.187127","","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1318",192,"XLY","VOX","-0.012360","0.005344","-2.313081","0.020718","**","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1319",192,"XLY","XTL","-0.002376","0.000933","-2.545842","0.010901","**","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1320",192,"VOX","S","0.045992","0.037621","1.222495","0.221521","","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1321",192,"VOX","XLY","-0.006829","0.009587","-0.712335","0.476257","","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1322",192,"VOX","XTL","-0.002291","0.000933","-2.455679","0.014062","**","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1323",192,"XTL","S","0.038765","0.037675","1.028945","0.303505","","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1324",192,"XTL","XLY","-0.010017","0.009674","-1.035463","0.300453","","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1325",192,"XTL","VOX","-0.012744","0.005390","-2.364335","0.018062","**","12/10/2013","134 S.Ct. 584",2013,"12-815","Sprint v. Jacobs"
"1326",193,"SPY","WMT","-0.009084","0.008392","-1.082418","0.279067","","12/16/2013","134 S.Ct. 604",2013,"12-729","Heimeshoff v. Hartford Life Ins."
"1327",193,"SPY","XLY","-0.007199","0.004009","-1.795771","0.072531","*","12/16/2013","134 S.Ct. 604",2013,"12-729","Heimeshoff v. Hartford Life Ins."
"1328",193,"XLY","WMT","-0.004126","0.008752","-0.471459","0.637313","","12/16/2013","134 S.Ct. 604",2013,"12-729","Heimeshoff v. Hartford Life Ins."
"1329",194,"SPY","AUO","0.011259","0.022389","0.502877","0.615051","","1/14/2014","134 S.Ct. 736",2013,"12-1036","Miss. Ex Rel. Hood v. AU Optronics"
"1330",194,"SPY","XLK","0.011264","0.005025","2.241558","0.024990","**","1/14/2014","134 S.Ct. 736",2013,"12-1036","Miss. Ex Rel. Hood v. AU Optronics"
"1331",194,"XLK","AUO","0.008997","0.022731","0.395800","0.692253","","1/14/2014","134 S.Ct. 736",2013,"12-1036","Miss. Ex Rel. Hood v. AU Optronics"
"1332",195,"SPY","MDT","-0.002098","0.011097","-0.189059","0.850047","","1/22/2014","134 S.Ct. 843",2013,"12-1128","Medtronic v. Mirowski Family Ventures"
"1333",196,"SPY","X","0.011614","0.028647","0.405412","0.685175","","1/27/2014","134 S.Ct. 870",2013,"12-417","Sandifer f. U.S. Steel"
"1334",196,"SPY","XLB","0.006021","0.007037","0.855638","0.392198","","1/27/2014","134 S.Ct. 870",2013,"12-417","Sandifer f. U.S. Steel"
"1335",196,"XLB","X","0.011614","0.028647","0.405412","0.685175","","1/27/2014","134 S.Ct. 870",2013,"12-417","Sandifer f. U.S. Steel"
"1336",196,"XLB","XLB","0.006021","0.007037","0.855638","0.392198","","1/27/2014","134 S.Ct. 870",2013,"12-417","Sandifer f. U.S. Steel"
"1337",197,"SPY","LXK","-0.027760","0.017841","-1.555938","0.119723","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1338",197,"SPY","MMM","-0.005426","0.007938","-0.683506","0.494287","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1339",197,"SPY","XLK","-0.005793","0.005136","-1.127850","0.259383","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1340",197,"SPY","XLI","0.000349","0.004262","0.081879","0.934743","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1341",197,"XLK","LXK","-0.022498","0.017591","-1.278971","0.200907","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1342",197,"XLK","MMM","-0.001350","0.009766","-0.138241","0.890050","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1343",197,"XLK","XLI","0.004297","0.006660","0.645231","0.518777","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1344",197,"XLI","LXK","-0.028326","0.018193","-1.556982","0.119475","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1345",197,"XLI","MMM","-0.005872","0.007289","-0.805584","0.420483","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1346",197,"XLI","XLK","-0.006377","0.006513","-0.979119","0.327521","","3/25/2014","134 S.Ct. 1377",2013,"12-873","Lexmark Int'l v. Static Control Components"
"1347",198,"SPY","DAL","-0.018874","0.023840","-0.791682","0.428546","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1348",198,"SPY","ALK","0.016883","0.022374","0.754570","0.450507","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1349",198,"SPY","UAL","-0.002516","0.025164","-0.099985","0.920356","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1350",198,"SPY","LUV","0.012275","0.017741","0.691918","0.488989","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1351",198,"SPY","ALGT","-0.010878","0.029356","-0.370549","0.710973","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1352",198,"SPY","JBLU","0.005217","0.022536","0.231498","0.816928","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1353",198,"SPY","SAVE","0.034876","0.031152","1.119554","0.262904","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1354",198,"SPY","AAL","-0.003507","0.032978","-0.106345","0.915309","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1355",198,"SPY","XLI","0.007924","0.004962","1.597069","0.110250","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1356",198,"XLI","DAL","-0.033316","0.023505","-1.417424","0.156359","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1357",198,"XLI","ALK","0.007902","0.021200","0.372734","0.709347","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1358",198,"XLI","UAL","-0.012937","0.024225","-0.534036","0.593316","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1359",198,"XLI","LUV","0.001907","0.016890","0.112908","0.910103","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1360",198,"XLI","ALGT","-0.018616","0.029256","-0.636304","0.524578","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1361",198,"XLI","JBLU","-0.004895","0.022308","-0.219432","0.826314","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1362",198,"XLI","SAVE","0.016538","0.030484","0.542522","0.587459","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1363",198,"XLI","AAL","-0.016320","0.033601","-0.485707","0.627175","","4/2/2014","134 S.Ct. 1422",2013,"12-462","Northwest, Inc. v. Ginsberg"
"1364",199,"SPY","CBS","0.007706","0.016437","0.468816","0.639201","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1365",199,"SPY","DIS","0.015304","0.009432","1.622505","0.104695","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1366",199,"SPY","TWX","0.011149","0.010112","1.102534","0.270230","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1367",199,"SPY","LGF","0.032620","0.024766","1.317118","0.187799","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1368",199,"SPY","FOXA","0.005481","0.021645","0.253222","0.800097","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1369",199,"SPY","XLY","0.007548","0.004261","1.771259","0.076518","*","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1370",199,"XLY","CBS","-0.001649","0.016623","-0.099202","0.920978","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1371",199,"XLY","DIS","0.007424","0.009185","0.808272","0.418934","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1372",199,"XLY","TWX","0.004632","0.009330","0.496445","0.619581","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1373",199,"XLY","LGF","0.021955","0.024757","0.886829","0.375171","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1374",199,"XLY","FOXA","-0.009357","0.022852","-0.409464","0.682200","","5/19/2014","134 S.Ct. 1962",2013,"12-1315","Petrella v. Metro-Goldwyn-Mayer"
"1375",200,"SPY","LLNW","0.254996","0.048064","5.305306","0.000000","***","6/2/2014","134 S.Ct. 2111",2013,"12-786","Limelight Networks v. Akamai Tech."
"1376",200,"SPY","AKAM","0.012688","0.017293","0.733697","0.463133","","6/2/2014","134 S.Ct. 2111",2013,"12-786","Limelight Networks v. Akamai Tech."
"1377",200,"SPY","XLK","-0.000788","0.004000","-0.197017","0.843814","","6/2/2014","134 S.Ct. 2111",2013,"12-786","Limelight Networks v. Akamai Tech."
"1378",200,"XLK","LLNW","0.255891","0.047930","5.338847","0.000000","***","6/2/2014","134 S.Ct. 2111",2013,"12-786","Limelight Networks v. Akamai Tech."
"1379",200,"XLK","AKAM","0.013322","0.016159","0.824442","0.409688","","6/2/2014","134 S.Ct. 2111",2013,"12-786","Limelight Networks v. Akamai Tech."
"1380",201,"SPY","NLS","0.051704","0.027682","1.867794","0.061791","*","6/2/2014","134 S.Ct. 2120",2013,"13-369","Nautilus v. Biosig Instruments"
"1381",201,"SPY","XLY","0.002960","0.004282","0.691298","0.489378","","6/2/2014","134 S.Ct. 2120",2013,"13-369","Nautilus v. Biosig Instruments"
"1382",201,"XLY","NLS","0.046739","0.026990","1.731728","0.083322","*","6/2/2014","134 S.Ct. 2120",2013,"13-369","Nautilus v. Biosig Instruments"
