case,index,symbol,estimate,error,t_value,p_value,sig,date_decision_x,sct_cite_x,term_x,docket_x,case_short_name_x,case_disposition,case_name,date_argument,date_decision_y,docket_y,issue,issue_area,law_type,lc_disagreement,petitioner,respondent,sct_cite_y,case_short_name_y,term_y,vote_margin,abs_estimate,delay_argued,delay_argued_months,petitioner_name,respondent_name,case_disposition_name
101,SPY,VOX,0.002382,0.0028510000000000002,0.835471,0.403453,,5/21/2007,127 S.Ct. 1955,2006,05-1126,Bell Atlantic v. Twombly,4.0,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,5/21/2007,05-1126,80010.0,8.0,3.0,0.0,205.0,134.0,127 S.Ct. 1955,Bell Atlantic v. Twombly,2006.0,5.0,0.002382,175,5,"telephone, telecommunications, o","consumer, consumer organization",Reversed and Remanded
101,SPY,IYZ,-0.009272,0.005827000000000001,-1.591109,0.11158499999999999,,5/21/2007,127 S.Ct. 1955,2006,05-1126,Bell Atlantic v. Twombly,4.0,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,5/21/2007,05-1126,80010.0,8.0,3.0,0.0,205.0,134.0,127 S.Ct. 1955,Bell Atlantic v. Twombly,2006.0,5.0,0.009272,175,5,"telephone, telecommunications, o","consumer, consumer organization",Reversed and Remanded
101,VOX,VZ,-0.016279,0.010544,-1.543858,0.122623,,5/21/2007,127 S.Ct. 1955,2006,05-1126,Bell Atlantic v. Twombly,4.0,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,5/21/2007,05-1126,80010.0,8.0,3.0,0.0,205.0,134.0,127 S.Ct. 1955,Bell Atlantic v. Twombly,2006.0,5.0,0.016279,175,5,"telephone, telecommunications, o","consumer, consumer organization",Reversed and Remanded
101,VOX,IYZ,-0.011094,0.006221,-1.7833990000000002,0.074521,*,5/21/2007,127 S.Ct. 1955,2006,05-1126,Bell Atlantic v. Twombly,4.0,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,5/21/2007,05-1126,80010.0,8.0,3.0,0.0,205.0,134.0,127 S.Ct. 1955,Bell Atlantic v. Twombly,2006.0,5.0,0.011094,175,5,"telephone, telecommunications, o","consumer, consumer organization",Reversed and Remanded
101,IYZ,VZ,-0.009643,0.010404,-0.9268649999999999,0.353997,,5/21/2007,127 S.Ct. 1955,2006,05-1126,Bell Atlantic v. Twombly,4.0,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,5/21/2007,05-1126,80010.0,8.0,3.0,0.0,205.0,134.0,127 S.Ct. 1955,Bell Atlantic v. Twombly,2006.0,5.0,0.009643,175,5,"telephone, telecommunications, o","consumer, consumer organization",Reversed and Remanded
101,IYZ,VOX,0.0034770000000000005,0.0028239999999999997,1.231118,0.218279,,5/21/2007,127 S.Ct. 1955,2006,05-1126,Bell Atlantic v. Twombly,4.0,"BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,5/21/2007,05-1126,80010.0,8.0,3.0,0.0,205.0,134.0,127 S.Ct. 1955,Bell Atlantic v. Twombly,2006.0,5.0,0.0034770000000000005,175,5,"telephone, telecommunications, o","consumer, consumer organization",Reversed and Remanded
102,SPY,GT,0.012695999999999999,0.020212,0.628137,0.529914,,5/29/2007,127 S.Ct. 2162,2006,05-1074,Ledbetter v. Goodyear Tire & Rubber,2.0,"LILLY M. LEDBETTER v. THE GOODYEAR TIRE & RUBBER COMPANY, INC.",11/27/2006,5/29/2007,05-1074,20140.0,2.0,3.0,0.0,230.0,151.0,127 S.Ct. 2162,Ledbetter v. Goodyear Tire & Rubber,2006.0,1.0,0.012695999999999999,183,6,retired or former employee,employer. If employer's relation,Affirmed
102,SPY,XLY,0.006063000000000001,0.004998,1.213147,0.225073,,5/29/2007,127 S.Ct. 2162,2006,05-1074,Ledbetter v. Goodyear Tire & Rubber,2.0,"LILLY M. LEDBETTER v. THE GOODYEAR TIRE & RUBBER COMPANY, INC.",11/27/2006,5/29/2007,05-1074,20140.0,2.0,3.0,0.0,230.0,151.0,127 S.Ct. 2162,Ledbetter v. Goodyear Tire & Rubber,2006.0,1.0,0.006063000000000001,183,6,retired or former employee,employer. If employer's relation,Affirmed
102,XLY,GT,0.013546,0.020572999999999998,0.658424,0.510266,,5/29/2007,127 S.Ct. 2162,2006,05-1074,Ledbetter v. Goodyear Tire & Rubber,2.0,"LILLY M. LEDBETTER v. THE GOODYEAR TIRE & RUBBER COMPANY, INC.",11/27/2006,5/29/2007,05-1074,20140.0,2.0,3.0,0.0,230.0,151.0,127 S.Ct. 2162,Ledbetter v. Goodyear Tire & Rubber,2006.0,1.0,0.013546,183,6,retired or former employee,employer. If employer's relation,Affirmed
103,SPY,SAF,-0.006568000000000001,0.009743,-0.674134,0.5002260000000001,,6/4/2007,127 S.Ct. 2201,2006,30834,Safeco Ins. Co. of AM. v. Burr,,,,,,,,,,,,,,,,0.006568000000000001,-1,0,,,
103,SPY,KIE,-0.002068,0.001443,-1.4333690000000001,0.151752,,6/4/2007,127 S.Ct. 2201,2006,30834,Safeco Ins. Co. of AM. v. Burr,,,,,,,,,,,,,,,,0.002068,-1,0,,,
103,KIE,SAF,-0.007402,0.010661,-0.694313,0.487486,,6/4/2007,127 S.Ct. 2201,2006,30834,Safeco Ins. Co. of AM. v. Burr,,,,,,,,,,,,,,,,0.007402,-1,0,,,
104,SPY,MO,0.0056240000000000005,0.014178999999999999,0.39664099999999997,0.691632,,6/11/2007,127 S.Ct. 2301,2006,05-1284,Watson v. Philip Morris,4.0,"LISA WATSON, et al. v. PHILIP MORRIS COMPANIES, INC., et al.",4/25/2007,6/11/2007,05-1284,90320.0,9.0,6.0,0.0,134.0,143.0,127 S.Ct. 2301,Watson v. Philip Morris,2006.0,9.0,0.0056240000000000005,47,1,"consumer, consumer organization",drug manufacturer,Reversed and Remanded
104,SPY,XLP,-0.00514,0.005971,-0.860801,0.389348,,6/11/2007,127 S.Ct. 2301,2006,05-1284,Watson v. Philip Morris,4.0,"LISA WATSON, et al. v. PHILIP MORRIS COMPANIES, INC., et al.",4/25/2007,6/11/2007,05-1284,90320.0,9.0,6.0,0.0,134.0,143.0,127 S.Ct. 2301,Watson v. Philip Morris,2006.0,9.0,0.00514,47,1,"consumer, consumer organization",drug manufacturer,Reversed and Remanded
104,XLP,MO,0.012823,0.013221,0.9698760000000001,0.332108,,6/11/2007,127 S.Ct. 2301,2006,05-1284,Watson v. Philip Morris,4.0,"LISA WATSON, et al. v. PHILIP MORRIS COMPANIES, INC., et al.",4/25/2007,6/11/2007,05-1284,90320.0,9.0,6.0,0.0,134.0,143.0,127 S.Ct. 2301,Watson v. Philip Morris,2006.0,9.0,0.012823,47,1,"consumer, consumer organization",drug manufacturer,Reversed and Remanded
105,SPY,CLF,-0.014303999999999999,0.0273,-0.523963,0.600304,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.014303999999999999,-1,0,,,
105,SPY,NRG,-0.039369,0.021580000000000002,-1.824344,0.0681,*,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.039369,-1,0,,,
105,SPY,CNP,-0.020713,0.017891999999999998,-1.157671,0.246998,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.020713,-1,0,,,
105,SPY,XLE,-0.009839,0.010194,-0.9651489999999999,0.33447,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.009839,-1,0,,,
105,SPY,XLU,-0.016611,0.011598,-1.432252,0.152072,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.016611,-1,0,,,
105,XLE,CLF,-0.006058,0.027306,-0.221852,0.8244290000000001,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.006058,-1,0,,,
105,XLE,NRG,-0.03748,0.021858000000000002,-1.7146709999999998,0.086406,*,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.03748,-1,0,,,
105,XLE,CNP,-0.018037,0.018688,-0.9651549999999999,0.334467,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.018037,-1,0,,,
105,XLE,XLU,-0.013642,0.012815,-1.064549,0.28708,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.013642,-1,0,,,
105,XLU,CLF,-0.002908,0.028175,-0.10321099999999998,0.917796,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.002908,-1,0,,,
105,XLU,NRG,-0.030108,0.020676,-1.456166,0.145347,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.030108,-1,0,,,
105,XLU,CNP,-0.00628,0.014978,-0.41929099999999997,0.675004,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.00628,-1,0,,,
105,XLU,XLE,-0.004966,0.012115,-0.409905,0.681875,,6/18/2007,127 S.Ct. 2411,2006,31168,Powerex v. Reliant Energy Services,,,,,,,,,,,,,,,,0.004966,-1,0,,,
106,SPY,CS,0.008588,0.008951,0.9594959999999999,0.337309,,6/18/2007,127 S.Ct. 2383,2006,05-1157,Credit Suisse Sec. v. Billing,3.0,"CREDIT SUISSE SECURITIES (USA) LLC, FKA CREDIT SUISSE FIRST BOSTON LLC, et al. v. GLEN BILLING et al.",3/27/2007,6/18/2007,05-1157,80010.0,8.0,3.0,0.0,113.0,173.0,127 S.Ct. 2383,Credit Suisse Sec. v. Billing,2006.0,6.0,0.008588,83,2,"bank, savings and loan, credit u",investor,Reversed
106,SPY,XLP,0.001024,0.005729,0.178738,0.858144,,6/18/2007,127 S.Ct. 2383,2006,05-1157,Credit Suisse Sec. v. Billing,3.0,"CREDIT SUISSE SECURITIES (USA) LLC, FKA CREDIT SUISSE FIRST BOSTON LLC, et al. v. GLEN BILLING et al.",3/27/2007,6/18/2007,05-1157,80010.0,8.0,3.0,0.0,113.0,173.0,127 S.Ct. 2383,Credit Suisse Sec. v. Billing,2006.0,6.0,0.001024,83,2,"bank, savings and loan, credit u",investor,Reversed
106,XLF,CS,0.006984000000000001,0.010204000000000001,0.684411,0.493716,,6/18/2007,127 S.Ct. 2383,2006,05-1157,Credit Suisse Sec. v. Billing,3.0,"CREDIT SUISSE SECURITIES (USA) LLC, FKA CREDIT SUISSE FIRST BOSTON LLC, et al. v. GLEN BILLING et al.",3/27/2007,6/18/2007,05-1157,80010.0,8.0,3.0,0.0,113.0,173.0,127 S.Ct. 2383,Credit Suisse Sec. v. Billing,2006.0,6.0,0.006984000000000001,83,2,"bank, savings and loan, credit u",investor,Reversed
107,SPY,TLAB,-0.0027140000000000003,0.020883000000000002,-0.12996,0.896598,,6/21/2007,127 S.Ct. 2499,2006,06-484,Tellabs v. Makor Issues & Rights,5.0,"TELLABS, INC., et al. v. MAKOR ISSUES & RIGHTS, LTD., et al.",3/28/2007,6/21/2007,06-484,80120.0,8.0,6.0,0.0,122.0,237.0,127 S.Ct. 2499,Tellabs v. Makor Issues & Rights,2006.0,7.0,0.0027140000000000003,85,2,"business, corporation","stockholder, shareholder, or bon",Vacated and Remanded
107,SPY,XLK,0.009079,0.005389,1.6846720000000002,0.092052,*,6/21/2007,127 S.Ct. 2499,2006,06-484,Tellabs v. Makor Issues & Rights,5.0,"TELLABS, INC., et al. v. MAKOR ISSUES & RIGHTS, LTD., et al.",3/28/2007,6/21/2007,06-484,80120.0,8.0,6.0,0.0,122.0,237.0,127 S.Ct. 2499,Tellabs v. Makor Issues & Rights,2006.0,7.0,0.009079,85,2,"business, corporation","stockholder, shareholder, or bon",Vacated and Remanded
107,XLK,TLAB,-0.008256999999999999,0.020977000000000003,-0.393617,0.693864,,6/21/2007,127 S.Ct. 2499,2006,06-484,Tellabs v. Makor Issues & Rights,5.0,"TELLABS, INC., et al. v. MAKOR ISSUES & RIGHTS, LTD., et al.",3/28/2007,6/21/2007,06-484,80120.0,8.0,6.0,0.0,122.0,237.0,127 S.Ct. 2499,Tellabs v. Makor Issues & Rights,2006.0,7.0,0.008256999999999999,85,2,"business, corporation","stockholder, shareholder, or bon",Vacated and Remanded
108,SPY,CSX,0.043669,0.024931000000000002,1.751565,0.079849,*,12/4/2007,128 S.Ct. 467,2007,06-1287,CSX Transp. v. Georgia State Bd. of Equalization,3.0,"CSX TRANSPORTATION, INC. v. GEORGIA STATE BOARD OF EQUALIZATION ET AL",11/5/2007,12/4/2007,06-1287,80100.0,8.0,6.0,1.0,231.0,4.0,128 S.Ct. 467,CSX Transp. v. Georgia State Bd. of Equalization,2007.0,9.0,0.043669,29,0,railroad,"state commission, board, committ",Reversed
108,SPY,XLI,-0.000192,0.017213,-0.011154,0.9911,,12/4/2007,128 S.Ct. 467,2007,06-1287,CSX Transp. v. Georgia State Bd. of Equalization,3.0,"CSX TRANSPORTATION, INC. v. GEORGIA STATE BOARD OF EQUALIZATION ET AL",11/5/2007,12/4/2007,06-1287,80100.0,8.0,6.0,1.0,231.0,4.0,128 S.Ct. 467,CSX Transp. v. Georgia State Bd. of Equalization,2007.0,9.0,0.000192,29,0,railroad,"state commission, board, committ",Reversed
108,XLI,CSX,0.034742,0.026558999999999996,1.30813,0.190829,,12/4/2007,128 S.Ct. 467,2007,06-1287,CSX Transp. v. Georgia State Bd. of Equalization,3.0,"CSX TRANSPORTATION, INC. v. GEORGIA STATE BOARD OF EQUALIZATION ET AL",11/5/2007,12/4/2007,06-1287,80100.0,8.0,6.0,1.0,231.0,4.0,128 S.Ct. 467,CSX Transp. v. Georgia State Bd. of Equalization,2007.0,9.0,0.034742,29,0,railroad,"state commission, board, committ",Reversed
109,SPY,CSCO,2e-06,0.027438999999999998,7.3e-05,0.999942,,1/15/2008,128 S.Ct. 761,2007,15858,Stonreidge Inv. Partners v. Scientific-Atlanta,,,,,,,,,,,,,,,,2e-06,-1,0,,,
109,SPY,XLK,-0.000816,0.013987999999999999,-0.058335000000000005,0.9534819999999999,,1/15/2008,128 S.Ct. 761,2007,15858,Stonreidge Inv. Partners v. Scientific-Atlanta,,,,,,,,,,,,,,,,0.000816,-1,0,,,
109,XLK,CSCO,0.0020670000000000003,0.021936,0.09422799999999999,0.9249280000000001,,1/15/2008,128 S.Ct. 761,2007,15858,Stonreidge Inv. Partners v. Scientific-Atlanta,,,,,,,,,,,,,,,,0.0020670000000000003,-1,0,,,
110,SPY,CB,0.013269,0.015103,0.878553,0.379643,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.013269,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,SPY,TRV,0.00391,0.024037,0.162665,0.870782,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.00391,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,SPY,CNA,0.010609,0.02574,0.412152,0.6802279999999999,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.010609,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,SPY,RLI,-0.004442,0.022568,-0.196831,0.843959,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.004442,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,SPY,XLF,0.018209,0.017019,1.069936,0.284648,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.018209,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,XLF,CB,0.004093,0.013153999999999999,0.311157,0.755682,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.004093,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,XLF,TRV,-0.009404000000000001,0.019405000000000002,-0.48462299999999997,0.627944,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.009404000000000001,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,XLF,CNA,-0.00193,0.023255,-0.082993,0.9338569999999999,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.00193,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
110,XLF,RLI,-0.014778,0.020077,-0.736073,0.461686,,2/20/2008,128 S.Ct. 1020,2007,06-856,"Larue v. Dewolff, Boberg & Assoc.",5.0,"JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,2/20/2008,06-856,80110.0,8.0,3.0,0.0,230.0,151.0,128 S.Ct. 1020,"Larue v. Dewolff, Boberg & Assoc.",2007.0,9.0,0.014778,86,2,retired or former employee,employer. If employer's relation,Vacated and Remanded
111,SPY,MDT,-0.022171,0.019962999999999998,-1.110614,0.266735,,2/20/2008,128 S.Ct. 999,2007,06-179,Riegel v. Medtronic,2.0,"DONNA S. RIEGEL, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF CHARLES R. RIEGEL v. MEDTRONIC, INC.",12/4/2007,2/20/2008,06-179,100020.0,10.0,6.0,0.0,204.0,181.0,128 S.Ct. 999,Riegel v. Medtronic,2007.0,7.0,0.022171,78,2,patient of a health professional,medical supply or manufacturing ,Affirmed
111,SPY,XLV,-0.026054,0.008843,-2.946397,0.003215,***,2/20/2008,128 S.Ct. 999,2007,06-179,Riegel v. Medtronic,2.0,"DONNA S. RIEGEL, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF CHARLES R. RIEGEL v. MEDTRONIC, INC.",12/4/2007,2/20/2008,06-179,100020.0,10.0,6.0,0.0,204.0,181.0,128 S.Ct. 999,Riegel v. Medtronic,2007.0,7.0,0.026054,78,2,patient of a health professional,medical supply or manufacturing ,Affirmed
111,XLV,MDT,0.001527,0.017756,0.085998,0.9314680000000001,,2/20/2008,128 S.Ct. 999,2007,06-179,Riegel v. Medtronic,2.0,"DONNA S. RIEGEL, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF CHARLES R. RIEGEL v. MEDTRONIC, INC.",12/4/2007,2/20/2008,06-179,100020.0,10.0,6.0,0.0,204.0,181.0,128 S.Ct. 999,Riegel v. Medtronic,2007.0,7.0,0.001527,78,2,patient of a health professional,medical supply or manufacturing ,Affirmed
112,SPY,S,0.020274,0.036308,0.558394,0.576575,,2/26/2008,128 S.Ct. 1140,2007,06-1221,Sprint/United Mgmt. v. Mendelsohn,5.0,SPRINT/UNITED MANAGEMENT COMPANY v. ELLEN MENDELSOHN,12/3/2007,2/26/2008,06-1221,20060.0,2.0,4.0,0.0,151.0,154.0,128 S.Ct. 1140,Sprint/United Mgmt. v. Mendelsohn,2007.0,9.0,0.020274,85,2,employer. If employer's relation,female employee or job applicant,Vacated and Remanded
113,SPY,FDX,0.003925,0.017085,0.22972800000000002,0.818303,,2/27/2008,128 S.Ct. 1147,2007,06-1322,Fed. Ex v. Holowecki,2.0,"FEDERAL EXPRESS CORPORATION v. PAUL HOLOWECKI, ET AL",11/6/2007,2/27/2008,06-1322,20060.0,2.0,3.0,0.0,151.0,145.0,128 S.Ct. 1147,Fed. Ex v. Holowecki,2007.0,5.0,0.003925,113,3,employer. If employer's relation,"employee, or job applicant, incl",Affirmed
114,SPY,MAT,-0.048748,0.029127999999999998,-1.673573,0.09421399999999999,*,3/25/2008,128 S.Ct. 1396,2007,06-989,Hall Street Assoc. v. Mattel,5.0,"HALL STREET ASSOCIATES, L.L.C. v. MATTEL, INC",11/7/2007,3/25/2008,06-989,80160.0,8.0,6.0,0.0,195.0,241.0,128 S.Ct. 1396,Hall Street Assoc. v. Mattel,2007.0,3.0,0.048748,139,4,"owner, landlord, or claimant to ",tenant or lessee,Vacated and Remanded
115,SPY,TE,0.003885,0.017401,0.22326,0.823333,,4/15/2008,128 S.Ct. 1511,2007,07-308,U.S. v. Clintwood Elkhorn Mining,3.0,UNITED STATES v. CLINTWOOD ELKHORN MINING COMPANY ET AL,3/24/2008,4/15/2008,07-308,120010.0,12.0,3.0,0.0,27.0,132.0,128 S.Ct. 1511,U.S. v. Clintwood Elkhorn Mining,2007.0,9.0,0.003885,22,0,United States,coal company or coal mine operat,Reversed
116,SPY,MWV,0.011937,0.01703,0.7009569999999999,0.48333000000000004,,4/15/2008,128 S.Ct. 1498,2007,06-1413,Meadwestvaco v. Illinois Dept. of Rev.,5.0,"MEADWESTVACO CORPORATION, SUCCESSOR IN INTEREST TO THE MEAD CORPORATION v. ILLINOIS DEPARTMENT OF REVENUE ET AL",1/16/2008,4/15/2008,06-1413,80100.0,8.0,1.0,0.0,133.0,7.0,128 S.Ct. 1498,Meadwestvaco v. Illinois Dept. of Rev.,2007.0,9.0,0.011937,90,3,computer business or manufacture,state department or agency,Vacated and Remanded
117,SPY,CBRL,0.068695,0.040779,1.684566,0.092072,*,5/27/2008,128 S.Ct. 1951,2007,06-1431,SBOCS W. v. Humphries,2.0,"CBOCS WEST, INC. v. HEDRICK G. HUMPHRIES",3/27/2008,5/27/2008,06-1431,20060.0,2.0,3.0,0.0,151.0,182.0,128 S.Ct. 1951,SBOCS W. v. Humphries,2007.0,5.0,0.068695,61,2,employer. If employer's relation,racial or ethnic minority employ,Affirmed
118,SPY,XLY,0.009035,0.009056,0.997699,0.31842600000000004,,6/9/2008,128 S.Ct. 2109,2007,06-937,Quanta Computer v. LG Electronics,3.0,"QUANTA COMPUTER, INC., et al. v. LG ELECTRONICS, INC.",1/16/2008,6/9/2008,06-937,80210.0,8.0,,0.0,133.0,172.0,128 S.Ct. 2109,Quanta Computer v. LG Electronics,2007.0,9.0,0.009035,145,4,computer business or manufacture,"inventor, patent assigner, trade",Reversed
119,SPY,MET,0.027017000000000003,0.016966,1.5924479999999999,0.111284,,6/19/2008,128 S.Ct. 2343,2007,06-923,MetLife v. Glenn,2.0,METRO. LIFE INS. CO. v. GLENN,4/23/2008,6/19/2008,06-923,80090.0,8.0,3.0,0.0,171.0,145.0,128 S.Ct. 2343,MetLife v. Glenn,2007.0,3.0,0.027017000000000003,57,1,"insurance company, or surety","employee, or job applicant, incl",Affirmed
119,XLY,MET,0.0053100000000000005,0.018928,0.280539,0.779064,,6/19/2008,128 S.Ct. 2343,2007,06-923,MetLife v. Glenn,2.0,METRO. LIFE INS. CO. v. GLENN,4/23/2008,6/19/2008,06-923,80090.0,8.0,3.0,0.0,171.0,145.0,128 S.Ct. 2343,MetLife v. Glenn,2007.0,3.0,0.0053100000000000005,57,1,"insurance company, or surety","employee, or job applicant, incl",Affirmed
120,SPY,S,0.07553,0.030695999999999998,2.4605900000000003,0.013871000000000001,**,6/23/2008,128 S.Ct. 2531,2007,07-552,Sprint Communs. v. APCC Servs.,2.0,"SPRINT COMMUNS. CO., L.P. v. APCC SERVS.",4/21/2008,6/23/2008,07-552,90230.0,9.0,1.0,1.0,205.0,102.0,128 S.Ct. 2531,Sprint Communs. v. APCC Servs.,2007.0,1.0,0.07553,63,2,"telephone, telecommunications, o","agent, fiduciary, trustee, or ex",Affirmed
120,SPY,VZ,0.0046700000000000005,0.019032,0.245381,0.8061619999999999,,6/23/2008,128 S.Ct. 2531,2007,07-552,Sprint Communs. v. APCC Servs.,2.0,"SPRINT COMMUNS. CO., L.P. v. APCC SERVS.",4/21/2008,6/23/2008,07-552,90230.0,9.0,1.0,1.0,205.0,102.0,128 S.Ct. 2531,Sprint Communs. v. APCC Servs.,2007.0,1.0,0.0046700000000000005,63,2,"telephone, telecommunications, o","agent, fiduciary, trustee, or ex",Affirmed
120,SPY,T,0.012899,0.018106999999999998,0.712376,0.476232,,6/23/2008,128 S.Ct. 2531,2007,07-552,Sprint Communs. v. APCC Servs.,2.0,"SPRINT COMMUNS. CO., L.P. v. APCC SERVS.",4/21/2008,6/23/2008,07-552,90230.0,9.0,1.0,1.0,205.0,102.0,128 S.Ct. 2531,Sprint Communs. v. APCC Servs.,2007.0,1.0,0.012899,63,2,"telephone, telecommunications, o","agent, fiduciary, trustee, or ex",Affirmed
120,SPY,TMUS,-0.019106,0.043062,-0.44368100000000005,0.657273,,6/23/2008,128 S.Ct. 2531,2007,07-552,Sprint Communs. v. APCC Servs.,2.0,"SPRINT COMMUNS. CO., L.P. v. APCC SERVS.",4/21/2008,6/23/2008,07-552,90230.0,9.0,1.0,1.0,205.0,102.0,128 S.Ct. 2531,Sprint Communs. v. APCC Servs.,2007.0,1.0,0.019106,63,2,"telephone, telecommunications, o","agent, fiduciary, trustee, or ex",Affirmed
120,SPY,TDS,0.006504,0.034947000000000006,0.186111,0.852358,,6/23/2008,128 S.Ct. 2531,2007,07-552,Sprint Communs. v. APCC Servs.,2.0,"SPRINT COMMUNS. CO., L.P. v. APCC SERVS.",4/21/2008,6/23/2008,07-552,90230.0,9.0,1.0,1.0,205.0,102.0,128 S.Ct. 2531,Sprint Communs. v. APCC Servs.,2007.0,1.0,0.006504,63,2,"telephone, telecommunications, o","agent, fiduciary, trustee, or ex",Affirmed
